idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,coordinate,
6915,PM10 (SM2005),µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,2003-12-16T00:00:00.000,,5052646,502058,(45.627357, 9.0264015)
6917,PM10 (SM2005),µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1999-01-20T00:00:00.000,,5047718,487687,(45.582893, 8.842165)
6918,PM10 (SM2005),µg/m³,560,Varese v.Copelli,383,VA,Varese,N,2003-07-17T00:00:00.000,,5073728,486035,(45.816975, 8.820241)
6919,PM10 (SM2005),µg/m³,561,Como v.Cattaneo,202,CO,Como,N,2000-01-04T00:00:00.000,,5073500,505203,(45.815044, 9.066972)
6921,PM10 (SM2005),µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-06-13T00:00:00.000,,5072803,517232,(45.808575, 9.221779)
6922,PM10 (SM2005),µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,(45.783897, 8.966398)
6924,PM10 (SM2005),µg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,1999-12-15T00:00:00.000,2012-04-02T00:00:00.000,5118891,589196,(46.217747, 10.15647)
6925,PM10 (SM2005),µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,2003-04-18T00:00:00.000,,5147136,605598,(46.469524, 10.375433)
6926,PM10 (SM2005),µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,1999-12-14T00:00:00.000,,5108901,543736,(46.132282, 9.56618)
6927,PM10 (SM2005),µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,2000-05-12T00:00:00.000,,5077479,530713,(45.850193, 9.395577)
6929,PM10 (SM2005),µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,2000-01-01T00:00:00.000,,5060569,531623,(45.697952, 9.406191)
6931,PM10 (SM2005),µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,2000-07-03T00:00:00.000,,5059922,550116,(45.691036, 9.643651)
6934,PM10 (SM2005),µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,2000-01-28T00:00:00.000,2003-08-12T00:00:00.000,5059449,555672,(45.686356, 9.714948)
6935,PM10 (SM2005),µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,2000-02-03T00:00:00.000,,5040815,546236,(45.519337, 9.59201)
6936,PM10 (SM2005),µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2000-05-24T00:00:00.000,,5052072,547691,(45.620556, 9.611738)
6937,PM10 (SM2005),µg/m³,597,Lallio v. Sforzatica,212,BG,Lallio,S,2000-05-24T00:00:00.000,2017-01-01T00:00:00.000,5056421,548190,(45.659664, 9.618568)
6939,PM10 (SM2005),µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,2000-12-05T00:00:00.000,,5017060,538042,(45.30601, 9.485263)
6940,PM10 (SM2005),µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,2004-07-30T00:00:00.000,2017-01-01T00:00:00.000,5020391,535459,(45.336132, 9.452554)
6942,PM10 (SM2005),µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,1996-06-05T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,(45.13738, 10.032359)
6943,PM10 (SM2005),µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,1999-10-28T00:00:00.000,2007-04-03T00:00:00.000,5024212,553035,(45.369415, 9.677269)
6944,PM10 (SM2005),µg/m³,632,Pizzighettone v.Formigara,45,CR,Pizzighettone,S,2000-02-03T00:00:00.000,2014-01-02T00:00:00.000,5003440,562333,(45.181686, 9.7933855)
6945,PM10 (SM2005),µg/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2000-02-04T00:00:00.000,,5014860,567712,(45.283978, 9.863399)
6947,PM10 (SM2005),µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,2002-06-06T00:00:00.000,,5003660,511522,(45.18633, 9.146666)
6948,PM10 (SM2005),µg/m³,644,Vigevano v.Petrarca,107,PV,Vigevano,S,2002-06-06T00:00:00.000,2013-09-19T00:00:00.000,5019220,489053,(45.3264, 8.860311)
6951,PM10 (SM2005),µg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,2000-09-23T00:00:00.000,,5043674,595467,(45.54006, 10.222818)
6952,PM10 (SM2005),µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,2000-06-23T00:00:00.000,,5055826,593900,(45.649628, 10.2050905)
6953,PM10 (SM2005),µg/m³,659,Odolo v.Praes,349,BS,Odolo,N,2000-06-23T00:00:00.000,,5055661,608260,(45.64605, 10.389296)
6954,PM10 (SM2005),µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1997-01-27T00:00:00.000,,5041110,604367,(45.51571, 10.336241)
6955,PM10 (SM2005),µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2003-01-01T00:00:00.000,,5000669,641770,(45.14526, 10.803326)
6956,PM10 (SM2005),µg/m³,528,Milano Verziere,116,MI,Milano,N,2001-11-01T00:00:00.000,,5034443,515270,(45.46335, 9.195325)
6958,PM10 (SM2005),µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1999-12-08T00:00:00.000,,5113078,567173,(46.167965, 9.870144)
6959,PM10 (SM2005),µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1999-01-01T00:00:00.000,,5064150,509783,(45.730835, 9.125734)
6962,PM10 (SM2005),µg/m³,595,Filago v.Don Milani,190,BG,Filago,N,2004-10-14T00:00:00.000,,5053519,543342,(45.633865, 9.556085)
6966,Biossido di Zolfo,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2004-11-24T00:00:00.000,,5040636,593101,(45.51304, 10.191942)
6967,Monossido di Carbonio,mg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,S,2004-04-12T00:00:00.000,2012-01-04T00:00:00.000,5040636,593101,(45.51304, 10.191942)
9739,PM10 (SM2005),µg/m³,608,Codogno v.Trento,59,LO,Codogno,N,2005-04-09T00:00:00.000,,5000892,554872,(45.159374, 9.698148)
9740,PM10 (SM2005),µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,2005-04-05T00:00:00.000,,5019734,532492,(45.33036, 9.414645)
9772,Benzene,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,2005-04-23T00:00:00.000,,5017060,538042,(45.30601, 9.485263)
9797,Benzene,µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2005-09-30T00:00:00.000,,5002356,641122,(45.16057, 10.795564)
9798,Monossido di Carbonio,mg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2004-12-28T00:00:00.000,,5002356,641122,(45.16057, 10.795564)
9800,Monossido di Carbonio,mg/m³,671,Mantova Tridolino,22,MN,Mantova,S,2005-01-20T00:00:00.000,2017-01-01T00:00:00.000,5001664,646147,(45.15332, 10.859264)
9802,Biossido di Azoto,µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2004-12-31T00:00:00.000,,5002356,641122,(45.16057, 10.795564)
9804,Ossidi di Azoto,µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2006-04-23T00:00:00.000,,5002356,641122,(45.16057, 10.795564)
9805,Biossido di Azoto,µg/m³,671,Mantova Tridolino,22,MN,Mantova,S,2004-12-31T00:00:00.000,2017-01-01T00:00:00.000,5001664,646147,(45.15332, 10.859264)
9807,Ossidi di Azoto,µg/m³,671,Mantova Tridolino,22,MN,Mantova,S,2006-04-23T00:00:00.000,2017-01-01T00:00:00.000,5001664,646147,(45.15332, 10.859264)
9831,PM10 (SM2005),µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2004-12-30T00:00:00.000,,5002356,641122,(45.16057, 10.795564)
9832,PM10 (SM2005),µg/m³,671,Mantova Tridolino,22,MN,Mantova,S,2004-12-28T00:00:00.000,2017-01-01T00:00:00.000,5001664,646147,(45.15332, 10.859264)
9833,Benzene,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2005-05-16T00:00:00.000,,5001351,640031,(45.151745, 10.781407)
9835,PM10 (SM2005),µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-12-28T00:00:00.000,,5001351,640031,(45.151745, 10.781407)
9852,Biossido di Azoto,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2005-07-29T00:00:00.000,,4987406,493238,(45.040077, 8.9141445)
9854,Monossido di Carbonio,mg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2005-07-29T00:00:00.000,,4987406,493238,(45.040077, 8.9141445)
9855,Ossidi di Azoto,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2005-07-29T00:00:00.000,,4987406,493238,(45.040077, 8.9141445)
9856,Ozono,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2005-07-29T00:00:00.000,,4987406,493238,(45.040077, 8.9141445)
9857,Biossido di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,,4982900,500665,(44.999546, 9.008437)
9859,Monossido di Carbonio,mg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-05T00:00:00.000,,4982900,500665,(44.999546, 9.008437)
9860,Ossidi di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,,4982900,500665,(44.999546, 9.008437)
9861,Ozono,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-05T00:00:00.000,,4982900,500665,(44.999546, 9.008437)
9872,PM10 (SM2005),µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-05T00:00:00.000,,4982900,500665,(44.999546, 9.008437)
9873,Particelle sospese PM2.5,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,2005-12-11T00:00:00.000,,5052646,502058,(45.627357, 9.0264015)
9874,Particelle sospese PM2.5,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,2005-11-22T00:00:00.000,2007-06-11T00:00:00.000,5035546,517377,(45.473225, 9.222315)
9875,Ossidi di Azoto,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-10-21T00:00:00.000,,5047450,521343,(45.580265, 9.273573)
9877,Biossido di Azoto,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-10-21T00:00:00.000,,5047450,521343,(45.580265, 9.273573)
9880,Monossido di Carbonio,mg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-10-21T00:00:00.000,,5047450,521343,(45.580265, 9.273573)
9882,Ozono,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-10-21T00:00:00.000,,5047450,521343,(45.580265, 9.273573)
9888,Monossido di Carbonio,mg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,2005-03-11T00:00:00.000,,5059922,550116,(45.691036, 9.643651)
9890,PM10 (SM2005),µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-11-18T00:00:00.000,,5047450,521343,(45.580265, 9.273573)
9891,PM10 (SM2005),µg/m³,552,Varese v.Vidoletti,425,VA,Varese,S,2006-05-01T00:00:00.000,2010-04-01T00:00:00.000,5075945,484773,(45.836903, 8.803926)
9896,Ossidi di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-11-10T00:00:00.000,,5038450,543458,(45.498226, 9.556232)
9897,Biossido di Azoto,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-11-10T00:00:00.000,,5038450,543458,(45.498226, 9.556232)
9899,Ozono,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-12-01T00:00:00.000,,5038450,543458,(45.498226, 9.556232)
9900,Ozono,µg/m³,508,Cassano d'Adda v.di Vona,133,MI,Cassano d'Adda,S,2005-12-01T00:00:00.000,2018-01-01T00:00:00.000,5040847,540004,(45.520008, 9.512221)
9915,Particelle sospese PM2.5,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,2005-11-28T00:00:00.000,2018-07-30T00:00:00.000,5059449,555672,(45.686356, 9.714948)
9916,Ossidi di Azoto,µg/m³,668,Mantova Lunetta2,25,MN,Mantova,S,2004-08-04T00:00:00.000,2018-07-30T00:00:00.000,5002119,643358,(45.157986, 10.823932)
9917,Ossidi di Azoto,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2004-06-05T00:00:00.000,,5000669,641770,(45.14526, 10.803326)
9918,Ossidi di Azoto,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-06-08T00:00:00.000,,5001351,640031,(45.151745, 10.781407)
9919,Ossidi di Azoto,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,2004-06-05T00:00:00.000,2017-01-01T00:00:00.000,5006244,641169,(45.19554, 10.797262)
9920,Ossidi di Azoto,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,2004-06-15T00:00:00.000,,4975705,619759,(44.924694, 10.517502)
9921,Ossidi di Azoto,µg/m³,667,Marmirolo Bosco Fontana,22,MN,Marmirolo,S,2004-06-05T00:00:00.000,2018-07-30T00:00:00.000,5007554,636848,(45.20818, 10.742637)
9923,Biossido di Zolfo,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-14T00:00:00.000,,4999315,582066,(45.14254, 10.043837)
9924,Monossido di Carbonio,mg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-08T00:00:00.000,,4999315,582066,(45.14254, 10.043837)
9925,Ozono,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-08T00:00:00.000,,4999315,582066,(45.14254, 10.043837)
9927,PM10 (SM2005),µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-08T00:00:00.000,,4999315,582066,(45.14254, 10.043837)
9928,Biossido di Azoto,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-11T00:00:00.000,,4999315,582066,(45.14254, 10.043837)
9930,Ossidi di Azoto,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-11T00:00:00.000,,4999315,582066,(45.14254, 10.043837)
9961,PM10 (SM2005),µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2006-01-01T00:00:00.000,,5040636,593101,(45.51304, 10.191942)
9963,PM10 (SM2005),µg/m³,508,Cassano d'Adda v.di Vona,133,MI,Cassano d'Adda,S,2006-01-01T00:00:00.000,2017-12-12T00:00:00.000,5040847,540004,(45.520008, 9.512221)
9965,PM10 (SM2005),µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2006-01-01T00:00:00.000,,5038450,543458,(45.498226, 9.556232)
9967,PM10 (SM2005),µg/m³,509,Rivolta d'Adda v.Beccaria,101,CR,Rivolta d'Adda,S,2006-01-10T00:00:00.000,2018-01-01T00:00:00.000,5035130,539972,(45.46855, 9.511345)
9968,Ossidi di Azoto,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,2006-02-16T00:00:00.000,,5076576,527307,(45.84221, 9.351658)
9969,Biossido di Azoto,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,2006-02-15T00:00:00.000,,5076576,527307,(45.84221, 9.351658)
9971,Monossido di Carbonio,mg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,2006-02-16T00:00:00.000,,5076576,527307,(45.84221, 9.351658)
9972,Ozono,µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,2006-02-21T00:00:00.000,,5076576,527307,(45.84221, 9.351658)
9976,PM10 (SM2005),µg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,2006-02-11T00:00:00.000,,5076576,527307,(45.84221, 9.351658)
9978,Particelle sospese PM2.5,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2005-11-11T00:00:00.000,,5038450,543458,(45.498226, 9.556232)
9983,Particelle sospese PM2.5,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2006-02-02T00:00:00.000,,4987406,493238,(45.040077, 8.9141445)
9984,Particelle sospese PM2.5,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2006-06-06T00:00:00.000,,5040636,593101,(45.51304, 10.191942)
9985,Particelle sospese PM2.5,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,2006-07-10T00:00:00.000,,5017060,538042,(45.30601, 9.485263)
9991,Ozono,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2006-07-12T00:00:00.000,,5084478,538586,(45.91279, 9.497539)
9993,Biossido di Azoto,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,,4995567,490094,(45.113503, 8.874064)
9995,Monossido di Carbonio,mg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,,4995567,490094,(45.113503, 8.874064)
9996,Ossidi di Azoto,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,,4995567,490094,(45.113503, 8.874064)
9997,Ozono,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,,4995567,490094,(45.113503, 8.874064)
9998,Benzene,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,2006-02-17T00:00:00.000,,5041567,540293,(45.526474, 9.515981)
9999,Biossido di Azoto,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,2006-02-17T00:00:00.000,,5041567,540293,(45.526474, 9.515981)
